symbol,timestamp,open,high,low,close,adjusted close,volume,dividend amount
CPRT,2023-07-31,91.0550,94.7700,87.7300,88.3900,44.1950,41604078,0.0000
CPRT,2023-06-30,87.9200,91.5800,85.2900,91.2100,45.6050,47437474,0.0000
CPRT,2023-05-31,78.2200,89.7900,77.6600,87.5900,43.7950,49523729,0.0000
CPRT,2023-04-28,74.7200,79.0950,73.5600,79.0500,39.5250,40026928,0.0000
CPRT,2023-03-31,70.3600,75.4100,67.2397,75.2100,37.6050,49806329,0.0000
CPRT,2023-02-28,66.4800,71.3750,66.0550,70.4600,35.2300,36235333,0.0000
CPRT,2023-01-31,61.4100,67.6000,60.5050,66.6100,33.3050,33986509,0.0000
CPRT,2022-12-30,66.9300,67.7900,59.2300,60.8900,30.4450,41324819,0.0000
CPRT,2022-11-30,115.9500,116.7200,55.5800,66.5600,33.2800,45546140,0.0000
CPRT,2022-10-31,107.7200,116.4900,105.7800,115.0200,28.7550,21670845,0.0000
CPRT,2022-09-30,118.8900,119.8100,104.5700,106.4000,26.6000,29223755,0.0000
CPRT,2022-08-31,127.2000,132.6400,119.0050,119.6500,29.9125,19242841,0.0000
CPRT,2022-07-29,108.5700,128.4900,108.3000,128.1000,32.0250,20307282,0.0000
CPRT,2022-06-30,115.1200,117.3700,102.2100,108.6600,27.1650,24243874,0.0000
CPRT,2022-05-31,113.8100,119.1600,105.4100,114.5300,28.6325,27848203,0.0000
CPRT,2022-04-29,126.2400,128.4300,112.4550,113.6500,28.4125,21471250,0.0000
CPRT,2022-03-31,122.7500,130.9300,106.3700,125.4700,31.3675,34551480,0.0000
CPRT,2022-02-28,129.2500,132.2900,115.5500,122.8800,30.7200,26007826,0.0000
CPRT,2022-01-31,151.7000,152.2000,120.5700,129.2500,32.3125,22930155,0.0000
CPRT,2021-12-31,147.7000,152.5700,138.8700,151.6200,37.9050,17767504,0.0000
CPRT,2021-11-30,155.8700,161.1200,144.3100,145.1600,36.2900,18380204,0.0000
CPRT,2021-10-29,139.5100,155.4800,134.8500,155.2900,38.8225,14247860,0.0000
CPRT,2021-09-30,144.6000,152.7500,137.2000,138.7200,34.6800,23527851,0.0000
CPRT,2021-08-31,147.1700,149.0650,136.2400,144.3200,36.0800,19614146,0.0000
CPRT,2021-07-30,132.0400,147.9500,131.9200,147.0000,36.7500,18231195,0.0000
CPRT,2021-06-30,129.4400,134.6900,121.5600,131.8300,32.9575,19613521,0.0000
CPRT,2021-05-28,125.3700,130.0700,117.6000,129.0100,32.2525,20118227,0.0000
CPRT,2021-04-30,109.7200,126.1773,108.8600,124.5100,31.1275,21845867,0.0000
CPRT,2021-03-31,110.0900,112.3200,101.9200,108.6100,27.1525,28261707,0.0000
CPRT,2021-02-26,110.1100,121.9700,106.2800,109.1600,27.2900,23058460,0.0000
CPRT,2021-01-29,127.8500,128.3200,106.6800,109.7500,27.4375,23948740,0.0000
CPRT,2020-12-31,116.0000,128.1350,111.9000,127.2500,31.8125,26275627,0.0000
CPRT,2020-11-30,111.9000,130.9600,110.1700,115.4500,28.8625,28944753,0.0000
CPRT,2020-10-30,106.1800,118.5600,105.6600,110.3600,27.5900,22848816,0.0000
CPRT,2020-09-30,103.3300,110.0000,100.0700,105.1600,26.2900,32482632,0.0000
CPRT,2020-08-31,93.4500,104.2800,93.1200,103.3200,25.8300,24997130,0.0000
CPRT,2020-07-31,83.4800,93.3500,80.8500,93.2500,23.3125,29389328,0.0000
CPRT,2020-06-30,89.3400,92.6500,78.5500,83.2700,20.8175,38312239,0.0000
CPRT,2020-05-29,78.5700,90.7500,76.2800,89.3900,22.3475,37210729,0.0000
CPRT,2020-04-30,64.9100,83.8500,61.5100,80.1100,20.0275,53483124,0.0000
CPRT,2020-03-31,84.1200,88.1400,55.6900,68.5200,17.1300,67641142,0.0000
CPRT,2020-02-28,102.2000,104.8800,79.9200,84.4800,21.1200,41918597,0.0000
CPRT,2020-01-31,91.4000,104.0000,91.1200,101.4600,25.3650,28733797,0.0000
CPRT,2019-12-31,88.6800,91.5900,86.6100,90.9400,22.7350,40982168,0.0000
CPRT,2019-11-29,83.2600,92.4100,80.7100,89.0000,22.2500,37555414,0.0000
CPRT,2019-10-31,80.3300,85.3100,76.3500,82.6400,20.6600,34878640,0.0000
CPRT,2019-09-30,75.2200,83.7000,73.6200,80.3300,20.0825,32502372,0.0000
CPRT,2019-08-30,77.2800,78.4800,72.9000,75.3900,18.8475,26434289,0.0000
CPRT,2019-07-31,75.5100,79.7400,73.5700,77.5300,19.3825,21709988,0.0000
CPRT,2019-06-28,71.5300,75.5000,70.9100,74.7400,18.6850,28762409,0.0000
CPRT,2019-05-31,67.2700,72.6000,64.7000,71.4800,17.8700,30829220,0.0000
CPRT,2019-04-30,60.9600,67.5400,60.9600,67.3200,16.8300,27393047,0.0000
CPRT,2019-03-29,58.8800,60.6500,57.5000,60.5900,15.1475,26251854,0.0000
CPRT,2019-02-28,50.5200,59.8100,50.1200,58.6700,14.6675,28091918,0.0000
CPRT,2019-01-31,46.9000,50.8400,46.6500,50.6300,12.6575,25839551,0.0000
CPRT,2018-12-31,51.9400,52.1800,44.6100,47.7800,11.9450,40316588,0.0000
CPRT,2018-11-30,49.1000,52.1900,46.8500,51.1800,12.7950,36140782,0.0000
CPRT,2018-10-31,51.4800,53.2200,46.2800,48.9100,12.2275,61670349,0.0000
CPRT,2018-09-28,64.7100,67.0800,50.0700,51.5300,12.8825,61384586,0.0000
CPRT,2018-08-31,55.9600,64.7800,55.8800,64.3100,16.0775,23204803,0.0000
CPRT,2018-07-31,56.5700,59.6600,55.7000,57.3900,14.3475,33265991,0.0000
CPRT,2018-06-29,55.1800,60.4300,54.6300,56.5600,14.1400,95848030,0.0000
CPRT,2018-05-31,51.0800,56.7800,50.8700,54.8300,13.7075,50915401,0.0000
CPRT,2018-04-30,50.9300,52.7300,49.1200,51.0800,12.7700,25342756,0.0000
CPRT,2018-03-29,46.8200,51.7700,45.4500,50.9300,12.7325,30365011,0.0000
CPRT,2018-02-28,43.9900,50.7100,39.2100,46.8100,11.7025,32652674,0.0000
CPRT,2018-01-31,43.5200,46.0900,43.0300,44.0700,11.0175,19946539,0.0000
CPRT,2017-12-29,43.1300,44.7600,41.6800,43.1900,10.7975,23485540,0.0000
CPRT,2017-11-30,36.4100,43.2100,35.3200,43.1600,10.7900,26462303,0.0000
CPRT,2017-10-31,34.4900,36.6500,34.3900,36.2900,9.0725,20892857,0.0000
CPRT,2017-09-29,32.8300,34.8500,31.8100,34.3700,8.5925,26068033,0.0000
CPRT,2017-08-31,31.6000,32.7800,30.4600,32.6900,8.1725,25332049,0.0000
CPRT,2017-07-31,31.8900,32.1700,30.3000,31.4900,7.8725,21067106,0.0000
CPRT,2017-06-30,31.3600,32.0000,30.8350,31.7900,7.9475,25148139,0.0000
CPRT,2017-05-31,31.0200,31.6700,28.8900,31.1900,7.7975,24182330,0.0000
CPRT,2017-04-28,62.0900,62.5550,29.6400,30.9000,7.7250,12223558,0.0000
CPRT,2017-03-31,59.6600,63.1350,59.1650,61.9300,7.7412,11051889,0.0000
CPRT,2017-02-28,57.0500,60.5600,55.4800,59.1400,7.3925,11087845,0.0000
CPRT,2017-01-31,55.5800,57.9700,55.2800,56.7400,7.0925,9804134,0.0000
CPRT,2016-12-30,54.9300,56.9200,54.1100,55.4100,6.9262,10940398,0.0000
CPRT,2016-11-30,52.6200,56.9800,50.7400,54.7200,6.8400,14712591,0.0000
CPRT,2016-10-31,53.7500,54.5300,51.4400,52.4700,6.5587,13884243,0.0000
CPRT,2016-09-30,51.2100,54.8499,49.4200,53.5600,6.6950,16926549,0.0000
CPRT,2016-08-31,50.6400,53.7000,49.8800,51.0200,6.3775,9965157,0.0000
CPRT,2016-07-29,49.0800,51.3100,48.5958,50.4400,6.3050,9463847,0.0000
CPRT,2016-06-30,49.7700,50.0800,45.9700,49.0100,6.1262,17386547,0.0000
CPRT,2016-05-31,42.8400,49.9000,42.2500,49.5100,6.1887,15106049,0.0000
CPRT,2016-04-29,40.6400,43.4200,39.9800,42.8400,5.3550,10035938,0.0000
CPRT,2016-03-31,38.0200,41.8000,37.7950,40.7700,5.0963,18405173,0.0000
CPRT,2016-02-29,33.2500,38.6200,32.6900,37.7500,4.7188,17429395,0.0000
CPRT,2016-01-29,37.5900,38.1400,32.2600,33.5100,4.1887,20202278,0.0000
CPRT,2015-12-31,39.6700,39.6950,37.2800,38.0100,4.7512,32955732,0.0000
CPRT,2015-11-30,36.3000,39.8600,35.4300,39.4700,4.9337,17321284,0.0000
CPRT,2015-10-30,32.8600,36.3900,32.6000,36.2100,4.5263,11087454,0.0000
CPRT,2015-09-30,34.4700,35.6500,32.8500,32.9000,4.1125,11272023,0.0000
CPRT,2015-08-31,36.1400,36.7500,32.8400,35.0200,4.3775,6604047,0.0000
CPRT,2015-07-31,35.8900,36.8031,35.0100,36.0300,4.5038,9770712,0.0000
CPRT,2015-06-30,34.6800,36.2000,34.0500,35.4800,4.4350,12230838,0.0000
CPRT,2015-05-29,35.8200,36.2800,33.3600,34.6000,4.3250,9805182,0.0000
