symbol,timestamp,open,high,low,close,adjusted close,volume,dividend amount
MMM,2002-06-28,125.2000,129.6000,119.4000,123.0000,34.1227,35103600,0.0000
MMM,2002-05-31,125.8000,130.6000,123.0000,125.4000,34.7885,38971000,0.6200
MMM,2002-04-30,115.6000,128.1000,112.3000,125.8000,34.7305,47424000,0.0000
MMM,2002-03-28,117.2000,123.7000,112.9000,115.0000,31.7489,35566000,0.0000
MMM,2002-02-28,113.4000,120.8000,108.0000,117.9000,32.5495,39905900,0.6200
MMM,2002-01-31,117.0000,118.0000,100.0000,111.0000,30.4832,64270400,0.0000
MMM,2001-12-31,114.4000,121.9000,112.7000,118.2000,32.4605,26813900,0.0000
MMM,2001-11-30,104.6000,117.7000,103.4000,114.6000,31.4718,33280100,0.6000
MMM,2001-10-31,98.0000,110.0000,95.2000,104.4000,28.5234,46965800,0.0000
MMM,2001-09-28,104.1000,107.6000,85.8600,98.4000,26.8841,42826500,0.0000
MMM,2001-08-31,111.5000,112.5000,103.1000,104.1000,28.4414,32856900,0.6000
MMM,2001-07-31,110.0000,117.5000,106.8000,111.9000,30.4063,39460800,0.0000
MMM,2001-06-29,118.1000,124.0000,114.0000,114.1000,31.0041,38263100,0.0000
MMM,2001-05-31,119.0000,127.0000,115.4000,118.6000,32.2269,40088400,0.6000
MMM,2001-04-30,103.6000,121.9000,97.1600,119.0000,32.1818,48832600,0.0000
MMM,2001-03-30,112.8000,119.8000,98.5000,103.9000,28.0982,66660300,0.0000
MMM,2001-02-28,110.9000,115.4000,107.6000,112.8000,30.5051,32369400,0.6000
MMM,2001-01-31,118.1000,121.5000,104.1000,110.7000,29.7766,49471400,0.0000
MMM,2000-12-29,99.2500,122.9000,99.2500,120.5000,32.4127,61552400,0.0000
MMM,2000-11-30,96.2500,101.3000,92.7500,99.8800,26.8662,28463900,0.5800
MMM,2000-10-31,91.9400,96.7500,83.9400,96.6300,25.8354,40436800,0.0000
MMM,2000-09-29,93.9400,95.9400,80.5000,91.1300,24.3649,38542900,0.0000
